Poster_Link,Series_Title,Released_Year,Genre,IMDB_Rating
,Broken But Beautiful,2018–,"Drama, Romance            ",5.6
,Mulshi Pattern,2018,"Crime, Drama            ",7
,Saving Santa,2013 Video,"Animation, Adventure, Comedy            ",5.1
,Antim: The Final Truth,2021,"Action, Crime, Drama            ",6
,Paranoia,I 2013,"Drama, Thriller            ",7
,Don 2,2011,"Action, Crime, Thriller            ",7.3
,Ranga Ranga Vaibhavanga,2022,"Comedy, Drama, Romance            ",5.7
,Bigg Boss Telugu,2017–,Reality-TV,6
,Padmaavat,2018,"Drama, History, Romance            ",6.2
,Tamasha,2015,"Comedy, Drama, Romance            ",7.8
,Bhool Bhulaiyaa 2,2022,"Comedy, Drama, Horror            ",4.5
,Kabhi Alvida Naa Kehna,2006,"Drama, Romance            ",7.1
,Honeymoon,2022,"Comedy, Drama            ",6.2
,Badla,2019,"Crime, Drama, Mystery            ",4.3
,Prince,2022,"Action, Drama, Romance            ",7.7
,Dhamaka,2021,"Crime, Drama, Thriller            ",3.4
,Urvasivo Rakshasivo,2022,"Drama, Romance            ",8.3
,Hacked,II 2020,Thriller,6.2
,Meru,2015,"Documentary, Sport            ",6.5
,Gandii Baat,2018–,"Crime, Drama, Thriller            ",7.3
,Vikram Vedha,2017,"Action, Crime, Drama            ",6.1
,Fighter,2024,"Action, Thriller            ",8.1
,The Fifth Estate,2013,"Biography, Crime, Drama            ",7.8
,Roy,III 2022,Thriller,7.7
,Ghajini,2008,"Action, Drama, Mystery            ",6.5
,Thar,2022,"Action, Crime, Drama            ",7.7
,Criminal Justice,2019–,"Crime, Drama, Mystery            ",8.1
,Kaagaz Ke Phool,1959,Romance,6.4
,Rockstar,2011,"Drama, Music, Romance            ",7.5
,The Second Best Exotic Marigold Hotel,2015,"Comedy, Drama, Romance            ",7.6
,Never Kiss Your Best Friend,2020–,Romance,7.9
,Dil Bechara,2020,"Comedy, Drama, Romance            ",6.8
,Atrangi Re,2021,"Comedy, Drama, Fantasy            ",7.9
,Dil Se..,1998,"Drama, Romance            ",7.7
,Sanju,2018,"Biography, Comedy, Drama            ",7.7
,M.S. Dhoni: The Untold Story,2016,"Biography, Drama, Sport            ",7.7
,Bard of Blood,2019–,"Action, Adventure, Drama            ",7.5
,Inside Edge,2017–,"Drama, Sport            ",7.5
,Raazi,2018,"Action, Drama, Thriller            ",7.8
,A Thursday,2022,"Drama, Thriller            ",4.2
,Govinda Naam Mera,2022,"Comedy, Drama, Romance            ",6.1
,Masooda,2022,"Horror, Thriller            ",7.8
,The Namesake,2006,Drama,5.8
,Varisu,2023,"Action, Drama            ",7.8
,83,2021,"Biography, Drama, History            ",7
,The Lunchbox,2013,"Drama, Romance            ",6.1
,Chandni Chowk to China,2009,"Action, Adventure, Comedy            ",4.8
,A Suitable Boy,2020,"Drama, Romance            ",5
,Aranyak,2021–,"Crime, Drama, Mystery            ",8.6
,Ae Dil Hai Mushkil,2016,"Drama, Music, Musical            ",7.2
,Veer-Zaara,2004,"Drama, Family, Musical            ",8.1
,People Like Us,2012,"Comedy, Drama            ",7.8
,Maa Da Ladla,2022,"Comedy, Drama            ",7.9
,Macherla Niyojakavargam,2022,"Action, Comedy, Drama            ",7.2
,The Ghost,2022,"Action, Thriller            ",7.9
,Faadu - A Love Story,2022–,Romance,8.5
,Aashram,2020–2022,"Crime, Drama, Mystery            ",7.1
,Article 15,2019,"Crime, Drama, Mystery            ",7.8
,Bhaukaal,2020–,"Action, Crime            ",3.7
,Kaisi Yeh Yaariyan,2014–,Drama,8.2
,Maharshi,2019,"Action, Drama            ",8.2
,Human,2022–,"Drama, Thriller            ",6.2
,Karm Yuddh,2022–,Drama,2.6
,Dahan: Raakan Ka Rahasya,2022–,Thriller,4
,#69 Samskar Colony,2022,Romance,6.5
,Street Fighter: The Legend of Chun-Li,2009,"Action, Adventure, Crime            ",7.9
,Rangasthalam,2018,"Action, Drama            ",6.8
,Little Things,2016–,"Comedy, Romance            ",7.4
,Sooryavanshi,2021,"Action, Crime, Thriller            ",7
,Heropanti 2,2022,"Action, Comedy, Crime            ",5.1
,Annaatthe,2021,"Action, Comedy, Drama            ",8.9
,Jawaani Jaaneman,2020,"Comedy, Drama            ",6.7
,Padman,2018,"Biography, Comedy, Drama            ",8.1
,Chandigarh Kare Aashiqui,2021,"Comedy, Crime, Drama            ",8.1
,Guilty Minds,2022–,Drama,6.6
,Ghoul,2018,"Drama, Fantasy, Horror            ",4.9
,Alpha and Omega,2010,"Animation, Adventure, Comedy            ",4.6
,Campus Diaries,2022–,"Comedy, Drama, Romance            ",7.9
,Ammu,II 2022,Drama,6.5
,Talvar,2015,"Crime, Drama, Mystery            ",7.2
,Munna Bhai M.B.B.S.,2003,"Comedy, Drama            ",6
,Thank You for Your Service,I 2017,"Biography, Drama, War            ",4.4
,Aashiqana,2022–,"Romance, Thriller            ",7
,Plan A Plan B,2022,"Comedy, Romance            ",8.7
,Jab We Met,2007,"Comedy, Drama, Romance            ",8.3
,Rathasaatchi,2022,Thriller,2.2
,Rab Ne Bana Di Jodi,2008,"Comedy, Drama, Music            ",8.3
,Chennai Express,2013,"Action, Comedy, Drama            ",8.4
,Ghost Stories,2020,"Horror, Thriller            ",8.1
,Main Hoon Na,2004,"Action, Comedy, Drama            ",7.3
,Soorarai Pottru,2020,Drama,7.4
,Made in Heaven,2019–,"Drama, Romance            ",8.7
,Kahaani Ghar Ghar Kii,2000–2008,Drama,7.3
,Ratsasan,2018,"Crime, Drama, Mystery            ",8.1
,Dunki,2023,"Comedy, Drama            ",6.4
,Asur: Welcome to Your Dark Side,2020–,"Crime, Drama, Mystery            ",8.1
,Pink,III 2016,"Crime, Drama, Thriller            ",7.4
,Charmsukh,2019–,Short,8.3
,Jhund,2022,"Biography, Drama, Sport            ",4.8
,Mumbai Diaries 26/11,2021–,"Drama, Thriller            ",8.5
,Mard Ko Dard Nahin Hota,2018,"Action, Comedy            ",8
,Pushpa: The Rule - Part 2,,"Action, Crime, Drama            ",8.7
,Dil Chahta Hai,2001,"Comedy, Drama, Romance            ",6.3
,Sadak,1991,"Action, Drama, Romance            ",5.3
,Queen,2013,"Adventure, Comedy, Drama            ",7.4
,Kisi Ka Bhai Kisi Ki Jaan,2023,"Action, Comedy, Drama            ",8.3
,Raid,2018,"Action, Crime, Drama            ",2.3
,Jana Gana Mana,2022,"Crime, Drama            ",3.9
,Ishqbaaaz,2016–2019,"Drama, Family, Romance            ",8.3
,Sixer,2022–,"Drama, Sport            ",5.2
,Undekhi,2020–,Crime,7.3
,Chathuram,2022,Drama,6.6
,Paglet,2021,Comedy,7.3
,Baba,2002,"Action, Drama, Fantasy            ",7
,The Good Lie,2014,"Biography, Drama            ",6.5
,Kirik Party,2016,"Comedy, Drama            ",5.9
,365 Days,2015,"Drama, Romance            ",6.3
,MTV Splitsvilla,2008–,"Reality-TV, Romance            ",8.1
,Meet Cute,2022–,Drama,6.9
,Beast,II 2022,"Action, Comedy, Thriller            ",4.2
,Ala Vaikunthapurramuloo,2020,"Action, Comedy, Drama            ",8.1
,Kochaal,2022,"Comedy, Drama, Thriller            ",8.9
,Mardaani 2,2019,"Action, Crime, Drama            ",9.8
,Mohabbatein,2000,"Musical, Drama, Romance            ",3.5
,War,2019,"Action, Adventure, Thriller            ",7.3
,Tiger Zinda Hai,2017,"Action, Adventure, Thriller            ",8.1
,Naane Varuvean,2022,"Action, Horror, Thriller            ",7.1
,Shehzada,2023,"Action, Comedy, Drama            ",7.9
,Bajrangi Bhaijaan,2015,"Action, Adventure, Comedy            ",7.2
,Indori Ishq,2021–,"Comedy, Drama, Romance            ",7
,Palang Tod,2020–,Drama,8.1
,Rang De Basanti,2006,"Comedy, Crime, Drama            ",6.9
,Rocket Boys,2022–,"Drama, History            ",6
,Sahebs Who Never Left - Part 1: The Origins,2022,"Documentary, Short            ",3.4
,Kalank,2019,"Drama, Romance            ",7.4
,Dasvi,2022,"Comedy, Drama            ",7.8
,Barfi!,2012,"Comedy, Drama, Romance            ",8.6
,Duranga,2022,"Crime, Drama, Thriller            ",4.5
,Project K,2023,Sci-Fi,5.5
,Aamis,2019,"Drama, Fantasy, Horror            ",7.5
,Talaash,2012,"Crime, Drama, Mystery            ",6.2
,Secret of the Wings,2012,"Animation, Family, Fantasy            ",7.3
,Chak De! India,2007,"Drama, Family, Sport            ",7.1
,12th Man,2022,"Drama, Mystery, Thriller            ",7.2
,Jayeshbhai Jordaar,2022,"Comedy, Drama            ",7.7
,Norm of the North,2016,"Animation, Adventure, Comedy            ",6.9
,Badlapur,2015,"Action, Crime, Drama            ",7.8
,English Vinglish,2012,"Comedy, Drama, Family            ",9
,Kana Kaanum Kaalangal,2022–,Drama,4.3
,The Girl on the Train,2021,"Crime, Drama, Mystery            ",8.6
,Thunivu,2023,"Action, Adventure, Thriller            ",8.1
,Good Luck Jerry,2022,"Comedy, Crime, Drama            ",8.7
,Shaadi Mein Zaroor Aana,2017,"Drama, Romance            ",7.5
,Dil Diyan Gallan,2019,"Drama, Romance            ",7.2
,Ved,2022,"Drama, Romance            ",5
,Master,2021,"Action, Thriller            ",5.9
,X-Ray: Selected Satyajit Shorts,2021–,"Crime, Drama, Thriller            ",7.4
,Raat Akeli Hai,2020,"Crime, Drama, Mystery            ",4.2
,Eega,2012,"Action, Comedy, Drama            ",7
,Srikanto,2022–,Drama,7.1
,Bahu Hamari Rajni Kant,2016–2017,Comedy,7.5
,Moh,2022,Romance,8.3
,Roohi,2021,"Comedy, Horror            ",6.9
,Pettaikaali,2022,Action,8
,Masaan,2015,Drama,6.1
,Anbe Sivam,2003,"Adventure, Comedy, Drama            ",5.8
,October,II 2018,"Drama, Romance            ",6.4
,Your Honor,I 2020–,"Action, Drama, Thriller            ",6.5
,Jab Harry Met Sejal,2017,"Comedy, Drama, Romance            ",8.2
,Gehraiyaan,2022,"Drama, Romance            ",7.2
,Marjaney,2021,Action,8.1
,Love Games,2016,"Crime, Thriller            ",9
,Babli Bouncer,2022,"Comedy, Drama            ",6.6
,Fanaa,2006,"Action, Drama, Romance            ",8.1
,Vendhu Thanindhathu Kaadu,2022,"Action, Crime, Drama            ",1.9
,Drishyam,2013,"Crime, Drama, Thriller            ",7.5
,Fan,I 2016,"Action, Drama, Thriller            ",7.4
,Haider,2014,"Action, Crime, Drama            ",7.7
,Bellbottom,2021,"Action, Thriller            ",9.2
,Bigg Boss Tamil,2017–,Reality-TV,8.8
,The Congress,2013,"Animation, Drama, Sci-Fi            ",6.5
,Cobalt Blue,II 2022,"Drama, Romance            ",5.3
,Witness,2022,Drama,8
,Yeh Jawaani Hai Deewani,2013,"Drama, Musical, Romance            ",8.2
,24,2013–2016,"Action, Adventure, Crime            ",7.4
,Mahabharat,2013–2014,"Drama, History, War            ",6.4
,Dhoom,2004,"Action, Crime, Drama            ",6.8
,Hera Pheri,2000,"Action, Comedy, Crime            ",8.3
,Radhe,2021,"Action, Crime, Thriller            ",8
,Jodhaa Akbar,2008,"Action, Drama, History            ",7.2
,Kesari,2019,"Action, Drama, History            ",7.9
,Rangbaaz: Darr Ki Rajneeti,2022–,Action,7.3
,Dharani Mandala Madhyadolage,2022,Drama,6
,Dhindora,2021–,"Comedy, Drama            ",6.9
,De De Pyaar De,2019,"Comedy, Drama, Romance            ",8.3
,Radhe Shyam,2022,"Drama, Romance            ",6.9
,Rangbaaz,2018–,"Action, Biography, Crime            ",7.6
,Modern Love: Mumbai,2022–,"Comedy, Romance            ",5.4
,The River,1951,"Drama, Romance            ",6.7
,Asoka,2001,"Action, Biography, Drama            ",6.7
,Eiga Doraemon: Nobita no getsumen tansaki,2019,"Animation, Action, Adventure            ",8.1
,Tabbar,2021–,"Drama, Thriller            ",4.7
,Gaalodu,2022,Drama,7.7
,Ittefaq,2017,"Crime, Mystery, Thriller            ",8.3
,Decoupled,2021–,"Comedy, Drama            ",8.2
,Monsoon Wedding,2001,"Comedy, Drama, Romance            ",5.1
,Indian Predator: The Butcher of Delhi,2022,"Documentary, Crime, History            ",4.3
,Gali Guleiyan,2017,"Drama, Thriller            ",7.2
,Super Deluxe,2019,"Comedy, Crime, Drama            ",7.5
,Jaadugar,2022,"Comedy, Drama, Fantasy            ",7.9
,Baazigar,1993,"Crime, Drama, Musical            ",9.2
,Dhoom:3,2013,"Action, Crime, Drama            ",4.7
,Jab Tak Hai Jaan,2012,"Drama, Romance            ",8.7
,Adipurush,2023,"Action, Adventure, Drama            ",7
,Rudra: The Edge of Darkness,2022,"Crime, Drama, Mystery            ",7.3
,Sholay,1975,"Action, Adventure, Comedy            ",7
,Bharat,2019,"Action, Comedy, Drama            ",5.1
,The Good Wife,,"Crime, Drama, Mystery            ",7.2
,Avrodh: The Siege Within,2020–,Action,6.5
,Breathe,2018,"Crime, Drama, Thriller            ",7.1
,Tiger 3,2023,"Action, Drama, Thriller            ",7.5
,Drushyam 2,2021,"Drama, Thriller            ",8
,Gong fu yu jia,2017,"Action, Adventure, Comedy            ",8.2
,Country Mafia,2022–,Crime,9.2
,Mel Karade Rabba,2010,"Comedy, Drama, Romance            ",7
,Trapped,XVII 2016,"Drama, Thriller            ",7.5
,U Turn,,"Crime, Mystery, Thriller            ",8.3
,Badhaai ho,2018,"Comedy, Drama            ",6.7
,Tehran,2023,"Action, Thriller            ",4.5
,Sarsenapati Hambirrao,2022,"Action, Drama, History            ",8.1
,Kavita Bhabhi,2020–,Drama,6.2
,Bhabi Ji Ghar Par Hai,2015–,Comedy,6.8
,Bholaa,2023,"Action, Drama, Thriller            ",8.4
,Rustom,2016,"Crime, Drama, Thriller            ",8
,Ela Veezha Poonchira,2022,"Crime, Mystery, Thriller            ",6.9
,Bhoot Police,2021,"Comedy, Horror            ",7.5
,Tadap,2021,"Action, Drama, Romance            ",6.4
,DJ Tillu,2022,"Action, Comedy, Crime            ",7.6
,Kalyug,2005,"Action, Crime, Drama            ",7.8
,Don,I 2006,"Action, Crime, Thriller            ",8.1
,Mersal,2017,"Action, Thriller            ",5.2
,Andaz Apna Apna,1994,"Action, Comedy, Romance            ",5.3
,Shahid,2012,"Biography, Drama            ",7.7
,Maya Bazaar,1957,"Comedy, Drama            ",7.9
,Dil Dhadakne Do,2015,"Comedy, Drama, Romance            ",7.3
,Delhi Belly,2011,"Action, Comedy, Crime            ",3.3
,Crazy Fellow,2022,Thriller,5.8
,Viceroy's House,2017,"Biography, Drama, History            ",6.9
,Muqabla,1993,"Action, Crime, Drama            ",8.2
,Section 375,2019,"Crime, Drama, Mystery            ",6.4
,Double XL,2022,"Comedy, Drama            ",1.9
,Chhorii,2021,"Drama, Horror, Thriller            ",7.9
,The Great Weddings of Munnes,2022–,"Comedy, Drama            ",6.7
,Jaya Jaya Jaya Jaya Hey,2022,Comedy,4.6
,Jannat: In Search of Heaven...,2008,"Crime, Drama, Romance            ",4.9
,Appan,2022,"Comedy, Crime, Drama            ",7.1
,Thalapathy 67,2023,"Action, Crime, Thriller            ",8.6
,Nath Zewar Ya Zanjeer,2021–,Drama,5.2
,Darr,1993,"Action, Drama, Romance            ",5.4
,Hindi Medium,2017,"Comedy, Drama            ",6.8
,Hridayam,2022,"Drama, Musical, Romance            ",7.6
,Walking with Dinosaurs 3D,2013,"Animation, Adventure, Comedy            ",9
,The Other Side of the Door,2016,"Horror, Thriller            ",6.7
,Bheeshmaparvam,2022,"Action, Crime, Drama            ",7.6
,Minnal Murali,2021,"Action, Adventure, Comedy            ",7.3
,Bala,2019,Comedy,7.6
,Veere Di Wedding,2018,Comedy,6.9
,Pati Patni Aur Woh,2019,"Comedy, Romance            ",7.3
,Mere Desh Ki Dharti,2022,"Comedy, Drama            ",3.2
,The Clown,2022–,"Animation, Horror            ",5.4
,Goliyon Ki Rasleela Ram-Leela,2013,"Drama, Musical, Romance            ",6.7
,Race 3,2018,"Action, Crime, Thriller            ",6.5
,Dev.D,2009,"Comedy, Drama, Romance            ",7.9
,Deja Vu,III 2022,Thriller,8.1
,Coffee with Kadhal,2022,"Comedy, Romance            ",6.4
,Genius,I 2018,"Action, Thriller            ",9.4
,Kurup,2021,"Biography, Crime, Thriller            ",9.2
,Bandish Bandits,2020–,"Drama, Music, Romance            ",2.2
,Student of the Year,2012,"Comedy, Drama, Music            ",6.6
,Guilty,II 2020,"Drama, Thriller            ",6.5
,Attack,2022,"Action, Sci-Fi, Thriller            ",7.2
,The Sky Is Pink,2019,"Drama, Romance            ",8.1
,Aum Mangalam Singlem,2022,Romance,6.2
,Indian Predator: The Diary of a Serial Killer,2022,"Documentary, Crime, History            ",6.3
,Code M,2020–,"Mystery, Thriller            ",7.3
,The Kapil Sharma Show,2016–,"Comedy, Talk-Show            ",7.7
,Yodha,2023,"Action, Thriller            ",7.6
,Karwaan,2018,"Adventure, Comedy, Drama            ",7.3
,Kaho Naa... Pyaar Hai,2000,"Action, Musical, Romance            ",7.5
,Sunflower,2021–,"Comedy, Crime            ",7.7
,Pagalpanti,2019,"Action, Comedy            ",8.6
,The Body,II 2019,"Mystery, Thriller            ",6.2
,Ajeeb Daastaans,2021,"Drama, Romance            ",6.5
,Koffee with Karan,2004–,"Comedy, Talk-Show            ",7
,1996 Dharmapuri,2022,"Action, Drama, Romance            ",7.1
,Gargi,2022,"Drama, Thriller            ",7.4
,Chehre,2021,"Drama, Mystery, Thriller            ",6.7
,Gurthunda Seethakalam,2022,"Drama, Romance            ",5
,Nazar Andaaz,II 2022,Comedy,7.1
,Yeh Rishta Kya Kehlata Hai,2009–,Drama,9.2
,Sherdil,2022,"Comedy, Drama            ",3.6
,Dostana,2008,"Comedy, Drama, Romance            ",5.8
,Margarita with a Straw,2014,Drama,6.1
,The Tashkent Files,2019,"Drama, Mystery, Thriller            ",5.1
,Indian Matchmaking,2020–,"Documentary, Reality-TV, Romance            ",9
,Forensic,2022,"Crime, Thriller            ",7.9
,Raman Raghav 2.0,2016,"Crime, Drama, Thriller            ",6.9
,Udta Punjab,2016,"Action, Crime, Drama            ",9.2
,Highway,I 2014,"Crime, Drama, Romance            ",6.8
,Der Zorn der Bestien - Jallikattu,2019,"Action, Crime, Thriller            ",7.4
,Sanam Teri Kasam,2016,"Drama, Musical, Romance            ",7.6
,Kapoor & Sons,2016,"Comedy, Drama, Family            ",7.1
,Feels Like Home,2022–,Comedy,7.5
,Kick,2014,"Action, Comedy, Crime            ",7.6
,Ek Villain,2014,"Action, Crime, Drama            ",6.9
,Thappad,2020,Drama,9.5
,Dr. Arora,2022–,"Comedy, Drama            ",6.8
,Khakee,2004,"Action, Crime, Drama            ",6.5
,Matkani ke Matke,2022,Drama,5.9
,Saaho,2019,"Action, Thriller            ",7.9
,Pathonpatham Noottandu,2022,"Action, Drama, History            ",6.9
,Ramayana: The Legend of Prince Rama,1993,"Animation, Action, Adventure            ",4.9
,Street Dancer 3D,2020,"Drama, Music            ",7
,Shubh Mangal Zyada Saavdhan,2020,"Comedy, Crime, Romance            ",3.6
,Badmaa$h Company,2010,"Comedy, Crime, Drama            ",8.4
,Seetimaarr,2021,"Action, Drama, Sport            ",7.2
,Mahabharat,1988–1990,"Adventure, Drama, History            ",7.3
,Super 30,2019,"Biography, Drama            ",6.4
,Game Over,I 2019,"Drama, Mystery, Thriller            ",9
,Devon Ke Dev... Mahadev,2011–2014,"Action, Drama, Fantasy            ",8.1
,Tanu Weds Manu,2011,"Comedy, Drama, Romance            ",6.9
,Love Sonia,2018,Drama,8
,Sharmaji Namkeen,2022,"Comedy, Drama, Family            ",6.7
,The Great Indian Murder,2022–,Mystery,3.2
,Bareilly Ki Barfi,2017,"Comedy, Romance            ",2.2
,Wake Up Sid,2009,"Comedy, Drama, Romance            ",5
,Kotthu,2022,Drama,7.5
,Me Vasantrao,2021,Biography,2.6
,The Fame Game,2022–,"Drama, Mystery, Thriller            ",8.3
,Cadaver,2022,"Crime, Drama, Mystery            ",6.3
,Oye Makhna,2022,Romance,7.6
,Airlift,2016,"Action, Drama, History            ",3.3
,Once Again,2018,"Drama, Romance            ",8.8
,Happy New Year,I 2014,"Action, Comedy, Crime            ",6
,Dil To Pagal Hai,1997,"Comedy, Drama, Musical            ",7.3
,Marjaavaan,2019,"Action, Drama, Romance            ",7.2
,Kaun Pravin Tambe?,2022,"Biography, Drama, Sport            ",8.4
,Shor in the City,2010,"Crime, Drama            ",5.1
,Pehla Chakravyuh - Chalava,2022–,Mystery,4
,Atithi Tum Kab Jaoge?,2010,Comedy,7.2
,Ramayan,1987–1988,"Adventure, Drama, Family            ",6.9
,Omkara,2006,"Action, Crime, Drama            ",5.2
,Pagglait,2021,"Comedy, Drama            ",5.2
,Aayirathil Oruvan,2010,"Action, Adventure            ",8
,Iravin Nizhal,2022,"Drama, Mystery, Thriller            ",2.1
,Vinaya Vidheya Rama,2019,"Action, Drama            ",4.7
,Student of the Year 2,2019,"Action, Comedy, Drama            ",7.6
,Sinam,2022,"Action, Crime, Drama            ",5.9
,Ramprasad Ki Tehrvi,2019,"Comedy, Drama            ",5.5
,Gunday,2014,"Action, Drama, Musical            ",7
,Kuch Rang Pyar Ke Aise Bhi,2016–2021,"Drama, Romance            ",8
,Luka Chuppi,I 2019,"Comedy, Romance            ",8.3
,Bade Miyan Chote Miyan,2023,"Action, Comedy, Thriller            ",5.2
,Mukhachitram,2022,Thriller,6.8
,Indoo Ki Jawani,2020,"Comedy, Drama            ",9.1
,Ghar Waapsi,2022–,"Drama, Family            ",6.2
,Hum Do Hamare Do,2021,Comedy,8.2
,Ori Devuda,2022,"Comedy, Drama, Romance            ",5.6
,"Like, Share & Subscribe",2022,"Action, Comedy, Drama            ",4
,Asuran,2019,"Action, Drama            ",5.8
,Ladki: Enter the Girl Dragon,2022,"Action, Drama, Romance            ",3.5
,The Journey of Karma,2018,Drama,6.3
,Table No.21,2013,"Adventure, Drama, Thriller            ",6.8
,2 States,2014,"Comedy, Drama, Romance            ",5
,Hurdang,2022,"Drama, Romance            ",6.5
,Bachchhan Paandey,2022,"Action, Comedy, Crime            ",7.4
,Malik,2021,"Action, Biography, Drama            ",7
,Mister Mummy,2022,"Comedy, Drama            ",7.1
,Kahiin To Hoga,2003–2007,Drama,7.8
,Piku,2015,"Comedy, Drama            ",6.7
,The Big Bull,2021,"Biography, Crime, Drama            ",7
,Ek Tha Tiger,2012,"Action, Adventure, Romance            ",6
,Thallumaala,2022,"Action, Comedy, Drama            ",8.3
,Khaki,2022–,Drama,6.1
,Play,III 2022,"Crime, Thriller            ",8.3
,Game,I 2011,"Action, Crime, Drama            ",7.7
,Aaja Mexico Challiye,2022,"Drama, Thriller            ",4.2
,Kora Kagazz,2022,Drama,7.4
,Cobra,2022,"Action, Crime, Thriller            ",6.4
,Taarak Mehta Ka Ooltah Chashmah,2008–,"Comedy, Family            ",4.7
,Mohenjo Daro,2016,"Action, Adventure, Drama            ",8.7
,Khamoshiyan,2015,"Drama, Horror, Romance            ",6.6
,Kamasutra 3D,2013,"Drama, Romance            ",4.9
,Housefull 4,2019,"Action, Comedy, Drama            ",8.3
,Operation Romeo,2022,"Drama, Mystery            ",5.9
,Good Newwz,2019,"Comedy, Drama            ",8.4
,Mujhse Dosti Karoge!,2002,"Comedy, Drama, Family            ",8.5
,Nay Varan Bhat Loncha Kon Nai Koncha,2022,Crime,6.5
,Lootera,I 2013,"Drama, Romance            ",4.5
,Aashiqui 2,2013,"Drama, Music, Musical            ",5.9
,Khuda Haafiz,2020,"Action, Crime, Drama            ",5.5
,Fakt Mahilao Maate,2022,Comedy,8.9
,Animal,2023,"Action, Crime, Drama            ",8
,Bigil,2019,"Action, Drama, Sport            ",8.5
,Sindoor Ki Keemat,2021–,Drama,5.9
,Humpty Sharma Ki Dulhania,2014,"Comedy, Drama, Romance            ",8
,Pyaasa,1957,"Drama, Musical, Romance            ",7
,Kabali,2016,"Action, Crime, Drama            ",7.4
,Warning,III 2021,Action,5.7
,Magadheera,2009,"Action, Drama, Fantasy            ",7.2
,Mrs. Serial Killer,2020,"Crime, Drama, Thriller            ",10
,Welcome Home,VI 2020,"Crime, Drama, Horror            ",5.4
,Brothers,I 2015,"Action, Drama, Sport            ",5
,Aladin,2009,"Action, Adventure, Comedy            ",7.6
,Jetty,2022,"Action, Drama, Family            ",9
,The Dirty Picture,2011,"Biography, Comedy, Drama            ",7
,Golmaal Again,2017,"Action, Comedy, Fantasy            ",3
,Premam,2015,"Comedy, Drama, Romance            ",7.6
,Jhansi,2022–,Action,6
,Best of Luck Nikki,2011–2016,"Comedy, Family            ",7.5
,Ganapath,2022,"Action, Drama, Sci-Fi            ",6.6
,Apur Sansar,1959,Drama,4.4
,Malang - Unleash the Madness,2020,"Action, Crime, Drama            ",6.2
,Tathastu,2006,"Crime, Drama, Thriller            ",6.6
,Samrat Prithviraj,2022,"Action, Drama, History            ",6.9
,I Think I Love My Wife,2007,"Comedy, Drama, Romance            ",7.2
,Matsya Kaand,2021–,Thriller,7.3
,Lage Raho Munna Bhai,2006,"Comedy, Drama, Romance            ",4.6
,Connect,2022,Thriller,7.7
,The Archies,2023,"Comedy, Drama, Musical            ",6.8
,96,II 2018,"Drama, Romance            ",5.2
,Oh My Ghost,2022,"Comedy, Horror            ",4.5
,Mere Brother Ki Dulhan,2011,"Comedy, Drama, Family            ",7.8
,Gulaal,2009,"Crime, Drama, Thriller            ",4.8
,FIR,2022,"Action, Thriller            ",8.5
,Toolsidas Junior,2022,"Drama, Family, Sport            ",3.4
,The Office,2019–,Comedy,5.4
,Toilet - Ek Prem Katha,2017,"Comedy, Drama, Romance            ",6.6
,MaNan - A Kaisi Yeh Yaariyan Movie,2022 TV Movie,Romance,6.8
,The Mistress of Spices,2005,"Drama, Romance            ",6.4
,Dybbuk: The Curse Is Real,2021,"Drama, Horror            ",7.4
,Thai Massage,2022,Comedy,6
,Chal Mera Putt 2,2020,Drama,7.2
,Shefeekkinte Santhosham,2022,Drama,7.9
,Jism 2,2012,"Drama, Romance, Thriller            ",7.6
,Pyaar Ka Punchnama,2011,"Comedy, Drama, Romance            ",8.4
,Valimai,2022,"Action, Crime, Thriller            ",8.3
,Taj Mahal 1989,2020–,"Comedy, Drama, Romance            ",8.1
,Taal,1999,"Drama, Musical, Romance            ",6.1
,Ab Tumhare Hawale Watan Saathiyo,2004,"Action, Drama, War            ",7.2
,Good Bad Girl,2022–,Adventure,8.3
,MasterChef India,2010–,Reality-TV,4.8
,Untitled Luv Ranjan Film,2023,"Comedy, Romance            ",5.7
,Janhit Mein Jaari,2022,"Comedy, Drama, Romance            ",6.4
,Gangster,2006,"Action, Crime, Drama            ",8.1
,No Smoking,2007,"Drama, Horror, Mystery            ",9.3
,Shimla Mirchi,2020,"Comedy, Romance            ",5.4
,Geetha Govindam,2018,"Comedy, Drama, Romance            ",8.1
,Baadshah,1999,"Action, Comedy, Crime            ",7.6
,Looop Lapeta,2022,"Action, Comedy, Crime            ",1.1
,Hate Story 3,2015,"Drama, Thriller            ",8.2
,Vicky Donor,2012,"Comedy, Romance            ",7.8
,The Field Guide to Evil,2018,Horror,9.1
,Sarpatta Parambarai,2021,"Action, Drama, Sport            ",8.4
,Hate Story IV,2018,"Crime, Drama, Thriller            ",7.9
,Betaal,2020–,"Action, Horror, Thriller            ",7.4
,Jalsa,2022,"Drama, Thriller            ",7.3
,The Extraordinary Journey of the Fakir,2018,"Adventure, Comedy, Drama            ",7.2
,Khoobsurat,2014,"Comedy, Romance            ",9
,Awarapan,2007,"Action, Crime, Drama            ",7.8
,Divya Drishti,2019–2020,Fantasy,7.5
,Tere Naam,2003,"Action, Drama, Romance            ",6.6
,Kanam,2022,"Drama, Sci-Fi, Thriller            ",5.7
,Capsule Gill,2023,Drama,6.1
,Mahaan,2022,"Action, Drama, Thriller            ",7.4
,Ulidavaru Kandanthe,2014,"Crime, Drama, Thriller            ",7.9
